Gene	Module
RP11-429A20.4	geneM1
RP11-424C20.2	geneM0
RP11-611O2.3	geneM0
KLRAP1	geneM8
TAS2R12	geneM0
ZNF350	geneM0
RP11-727F15.9	geneM0
RP11-598F7.5	geneM0
CTD-2017C7.1	geneM0
RP11-785H5.2	geneM2
PGA5	geneM0
RP11-436I9.6	geneM0
RP13-941N14.1	geneM0
RP11-680H20.1	geneM0
RP11-17G12.3	geneM0
RP11-695J4.2	geneM0
STH	geneM0
ZNF253	geneM0
RP11-429A20.3	geneM1
RP11-680F8.1	geneM0
RP13-977J11.5	geneM1
AC004706.1	geneM0
RP11-76C10.2	geneM0
CAPNS2	geneM0
RP11-21A7A.2	geneM0
AC007401.1	geneM0
CTD-3110P2.2	geneM0
RP11-512M8.5	geneM0
RP11-959F10.6	geneM1
SLC5A8	geneM0
AP001877.1	geneM2
RP11-283G6.3	geneM0
RP11-17G12.2	geneM0
RP11-986G18.1	geneM0
RP13-439H18.4	geneM0
RP11-436I9.5	geneM0
RP11-783K16.5	geneM0
RP13-895J2.2	geneM1
RP11-87C12.2	geneM0
RP11-613M10.8	geneM0
RP11-273B20.1	geneM0
SNRPEP2	geneM0
AP000462.3	geneM0
RP11-359J14.2	geneM0
KHDC1L	geneM0
TAS2R18	geneM2
CTD-2555A7.2	geneM24
AC010335.1	geneM0
RP11-114G22.1	geneM0
HP	geneM5
OR13C2	geneM0
AC040173.1	geneM1
RP11-705C15.3	geneM0
C15ORF37	geneM0
AC005477.1	geneM0
RP11-137N23.1	geneM0
RP11-486F17.1	geneM0
RP11-881M11.2	geneM0
RP11-966I7.2	geneM0
RP11-867G2.2	geneM1
RP11-266O8.1	geneM0
RP4-809F18.2	geneM0
RP11-783K16.10	geneM0
AC011933.1	geneM0
RP11-783K16.13	geneM0
KIAA1147	geneM2
RP11-450K4.1	geneM0
LSM14A	geneM3
NHLRC4	geneM1
CTD-2503I6.1	geneM0
RRN3P3	geneM22
RP11-966I7.1	geneM0
RP11-320M2.1	geneM4
RP11-320P7.2	geneM0
PWAR6	geneM1
RP11-13A1.3	geneM0
RP11-58A17.3	geneM0
TMPO-AS1	geneM0
RP11-117N2.2	geneM2
RP11-996F15.2	geneM4
RP11-509E10.1	geneM0
RP11-611O2.5	geneM2
RP11-390N6.1	geneM2
RP11-567C2.1	geneM0
GATC	geneM0
RP11-136F16.2	geneM2
RP11-328C8.4	geneM0
RP11-413B19.2	geneM0
RP11-630C16.2	geneM0
C12orf79	geneM0
RP11-133N21.7	geneM0
RP11-416A17.6	geneM0
RP11-486A14.2	geneM0
RP11-946L16.1	geneM0
RP11-96H19.1	geneM0
ZNF271	geneM2
RP11-521B24.5	geneM0
RP11-317N8.3	geneM0
RP11-434H14.1	geneM0
RP11-231I16.1	geneM4
RP11-1060G2.1	geneM2
RP11-298I3.1	geneM0
RP3-405J10.3	geneM0
FAHD2P1	geneM0
RP11-977G19.11	geneM0
RP11-317N8.4	geneM0
ZBED6	geneM0
RP11-478B9.1	geneM0
RP11-511B23.2	geneM0
MGAM	geneM0
RP11-983P16.4	geneM2
CRIP1	geneM0
RP11-631N16.2	geneM4
FNTB	geneM2
RP11-793H13.8	geneM0
MIR3179-2	geneM0
RP11-762I7.5	geneM2
RP11-554D14.6	geneM0
RP11-2H8.2	geneM0
RP1-197B17.3	geneM0
RP11-81K13.1	geneM1
RP11-114F10.3	geneM0
RP11-121G22.3	geneM0
RP11-983P16.2	geneM0
ZNF727	geneM1
RP11-175P13.3	geneM0
RP3-521E19.2	geneM0
RP11-474P2.4	geneM1
RP11-585P4.5	geneM0
RP11-571M6.8	geneM0
RP11-1016B18.1	geneM1
RP11-956E11.1	geneM0
RP11-762I7.4	geneM0
RP11-278C7.1	geneM2
RP11-562L8.1	geneM0
RP11-203J24.9	geneM0
MIR3179-3	geneM1
KRT8P19	geneM0
RPL36A-HNRNPH2	geneM0
OR7E47P	geneM2
RP11-144F15.1	geneM0
HLA-AS1	geneM0
RP11-603J24.17	geneM0
RP11-44N21.1	geneM0
RP11-84G21.1	geneM0
RP11-863H1.1	geneM0
RP11-478B9.2	geneM0
RP11-496I2.5	geneM0
RP11-153M3.1	geneM0
LINC00609	geneM2
ZNF625	geneM0
GALNT4	geneM3
RP3-473L9.4	geneM0
RP11-968A15.2	geneM0
OVCH1-AS1	geneM0
RP11-680A11.5	geneM1
RP11-449P15.1	geneM0
RP11-320P7.1	geneM0
RP11-349A22.5	geneM8
RP11-570L15.2	geneM0
RP11-278C7.2	geneM2
RP11-701H24.3	geneM0
RP11-579D7.2	geneM0
RP11-352M15.1	geneM0
RP11-579D7.4	geneM0
RP11-1100L3.7	geneM0
CBX3P5	geneM0
RP11-367O10.1	geneM0
RP11-341G23.4	geneM0
RP11-620J15.3	geneM0
LBX2-AS1	geneM0
RP11-328J6.1	geneM0
PRR24	geneM0
RP11-482D24.2	geneM0
RP11-396F22.1	geneM0
CHCHD3P2	geneM0
CNPY2	geneM0
RP11-370I10.6	geneM0
RP11-977G19.12	geneM0
RP11-350F4.2	geneM0
RP11-474L23.3	geneM0
OR5BK1P	geneM0
RP11-1143G9.4	geneM0
RP11-70F11.8	geneM4
FNBP1P1	geneM0
MRS2P2	geneM0
RP11-603J24.14	geneM0
RP11-611E13.2	geneM0
RP11-1143G9.2	geneM4
RP11-845M18.6	geneM1
RP1-97G4.1	geneM0
RP11-368J21.3	geneM0
RP11-266E14.1	geneM1
RP11-263K4.1	geneM0
RP3-462E2.3	geneM0
RP11-769N19.2	geneM0
RP11-114F10.2	geneM0
RP1-78O14.1	geneM0
RP11-210N13.1	geneM0
RP11-812D23.1	geneM0
RP11-386G11.5	geneM1
RP11-482D24.3	geneM0
RP11-571M6.15	geneM0
CUX1	geneM0
RP11-290L1.4	geneM0
TEN1	geneM4
P2RX5-TAX1BP3	geneM0
RP11-620J15.1	geneM0
RP11-161H23.10	geneM0
QRSL1P3	geneM0
RP11-133N21.10	geneM0
RP11-314P15.2	geneM1
RP11-61E11.2	geneM0
RP11-350G24.1	geneM2
RP11-210M15.1	geneM0
RP11-603K19.1	geneM0
RP11-386G11.10	geneM0
OR5BT1P	geneM0
RP11-350G24.2	geneM2
RP11-74K11.2	geneM4
RP11-530C5.2	geneM0
RP11-644F5.11	geneM0
BCDIN3D-AS1	geneM0
RP11-781A6.1	geneM0
RP11-554D14.2	geneM1
RP11-686G8.2	geneM0
RP11-977B10.2	geneM0
RP11-809C9.2	geneM4
RP11-43D4.2	geneM0
RP11-61A14.1	geneM1
RP11-347C12.3	geneM4
RP11-541G9.1	geneM0
RP11-956A19.1	geneM0
RP11-864J10.4	geneM0
RP11-345J4.3	geneM0
RP11-315E17.1	geneM2
RP11-588H23.3	geneM0
RP11-18J9.3	geneM0
RP11-202H2.1	geneM0
SLC7A5P2	geneM0
RP11-977G19.5	geneM0
RP11-90E9.1	geneM0
RP11-478C19.2	geneM0
RP11-624G19.1	geneM2
RP11-299A16.1	geneM0
CLEC5A	geneM6
RP11-511H9.3	geneM0
RP11-161H23.5	geneM0
RP1-46F2.3	geneM1
RP11-887P2.5	geneM1
LINC00592	geneM1
RP11-386G11.3	geneM0
CHURC1	geneM0
RP11-658F2.8	geneM4
RP11-488C13.5	geneM1
RP11-981P6.1	geneM1
RP11-887P2.6	geneM2
RP11-644F5.10	geneM2
C17orf49	geneM0
RP11-603J24.5	geneM0
RP1-267L14.3	geneM0
RP4-816N1.6	geneM0
RP11-410B16.1	geneM0
RP11-115H15.2	geneM0
RP11-116N8.1	geneM2
RP11-968A15.8	geneM0
PCNPP1	geneM0
RP11-1105G2.3	geneM0
RTEL1	geneM8
RP11-617J18.1	geneM0
RP4-647C14.2	geneM0
RP11-649E7.5	geneM0
AC068831.6	geneM0
PPT2-EGFL8	geneM0
RPA2P1	geneM0
MEG8	geneM22
RP11-831F12.2	geneM0
RP11-355I22.6	geneM0
RP11-1029J19.5	geneM1
ZNF578	geneM0
NT5CP2	geneM0
RP11-173D3.1	geneM0
RP11-665C16.6	geneM0
RP11-662J14.1	geneM1
RP11-588P7.1	geneM0
RP11-486O13.2	geneM0
RP11-471B22.2	geneM0
RBM8B	geneM0
PDF	geneM1
RP11-982M15.2	geneM0
RP11-173A8.2	geneM0
LINC00641	geneM7
RP3-414A15.11	geneM0
RP11-307P22.1	geneM0
RP11-109N23.5	geneM0
RP11-649E7.7	geneM0
CTD-2555K7.2	geneM0
RP11-164J13.1	geneM0
DCAF8	geneM0
RP11-1012A1.4	geneM0
CHMP4BP1	geneM0
RP11-192H23.4	geneM1
RP11-232C2.1	geneM2
LINC00640	geneM0
RP11-662J14.2	geneM0
AC144835.1	geneM0
SPESP1	geneM0
SRMP2	geneM0
RN7SL1	geneM0
RP11-862P13.1	geneM0
DIO3OS	geneM0
RP11-638I2.6	geneM0
RP11-493G17.4	geneM0
RP11-796G6.2	geneM1
RP11-203M5.7	geneM0
RP6-91H8.1	geneM1
RP11-363J20.2	geneM0
NT5CP1	geneM0
RP11-829H16.3	geneM0
RP11-111A21.1	geneM0
ASB9P1	geneM2
RP11-1053O12.1	geneM0
RP11-12J10.3	geneM2
RP4-755D9.1	geneM0
RP11-713N11.3	geneM0
LINC00645	geneM3
SPECC1L-ADORA2A	geneM0
AC005519.4	geneM0
RP11-72M17.1	geneM0
RHOQP1	geneM0
PTTG4P	geneM0
RP11-98L12.2	geneM0
RP11-320M16.2	geneM2
FAM181A-AS1	geneM3
NBEAP1	geneM1
RP11-545M17.3	geneM1
RP3-414A15.10	geneM0
AL161668.5	geneM0
DNAJC19P9	geneM0
RP11-488C13.7	geneM0
RP11-368J22.2	geneM0
AC145436.1	geneM0
COX7A2P1	geneM0
RP4-773N10.4	geneM0
CTD-2298J14.2	geneM0
RPL21P5	geneM0
BCL2L2-PABPN1	geneM0
SYNJ2BP-COX16	geneM0
CTD-2302E22.3	geneM0
RP11-950C14.3	geneM0
LINC00930	geneM0
UBE2CP1	geneM0
RP11-545M17.1	geneM0
RP5-1021I20.4	geneM0
ARHGAP5-AS1	geneM3
TRIM34	geneM0
IFRG15	geneM0
HIF1A-AS2	geneM0
CTC-260F20.3	geneM0
RP11-463D19.2	geneM0
CTD-2002H8.2	geneM0
RP3-414A15.2	geneM0
CTD-2058B24.3	geneM0
LINC00638	geneM0
RP11-433J8.1	geneM1
RP11-85K15.2	geneM0
RP11-467L19.11	geneM0
SLC25A21-AS1	geneM4
RP11-661G16.2	geneM0
PRC1-AS1	geneM0
RP11-66N24.3	geneM1
ITPK1-AS1	geneM0
RP11-547D23.1	geneM0
RP11-603B24.1	geneM0
CTD-2341M24.1	geneM4
RP11-112J1.3	geneM2
RP11-982M15.7	geneM1
RP11-73E17.2	geneM2
RP11-386M24.4	geneM0
RP11-406A9.2	geneM1
RP11-218E20.5	geneM0
RP11-688G15.3	geneM0
RP11-356K23.1	geneM0
CTD-3049M7.1	geneM0
RP11-24J19.1	geneM0
CTD-2292M16.8	geneM13
HIF1A-AS1	geneM0
BMS1P15	geneM0
RP11-701B16.2	geneM1
KRT18P6	geneM0
RP11-507K2.3	geneM0
KIAA0391	geneM0
RP11-313F23.5	geneM1
CTD-2560C21.1	geneM0
RP11-109N23.4	geneM0
RNASE4	geneM6
CTD-2555O16.2	geneM4
CTD-2243E23.1	geneM2
ERCC6-PGBD3	geneM0
MC1R	geneM10
RP11-259K15.2	geneM2
CTD-2014B16.3	geneM0
RP11-247L20.3	geneM0
RP11-982M15.5	geneM2
RP11-594C13.1	geneM1
RP11-300J18.3	geneM1
CTD-2547L24.3	geneM0
RP11-270M14.5	geneM0
CTD-2277K2.1	geneM0
CEP95	geneM11
RP5-1021I20.5	geneM0
SCOCP1	geneM0
HNRNPCP1	geneM0
RP11-355I22.2	geneM0
RP11-638I2.2	geneM0
RP11-260M19.2	geneM0
RP11-1029J19.4	geneM1
FOXN3-AS1	geneM0
RP11-47I22.1	geneM3
RP11-58E21.3	geneM1
RP5-1163L11.2	geneM0
RP11-317N8.5	geneM1
RP11-407N17.5	geneM4
RP11-407N17.3	geneM1
RP4-647C14.3	geneM0
RP11-497E19.2	geneM0
TUBB3	geneM0
KRT8P1	geneM2
KRT18P7	geneM0
COX4I1P1	geneM0
RP11-363J20.1	geneM0
RP11-1017G21.4	geneM0
HMGN1P3	geneM0
RP11-829H16.5	geneM0
NDUFB8P1	geneM0
RP11-638I2.4	geneM0
UBE2F-SCLY	geneM0
RP11-368P15.3	geneM4
TMEM179	geneM0
RP11-114N19.3	geneM0
RPPH1	geneM0
RP3-449M8.6	geneM0
RP11-566K11.4	geneM0
RP11-561B11.6	geneM1
DNAJC8P1	geneM1
TVP23C-CDRT4	geneM0
FPGT-TNNI3K	geneM4
CTD-2062F14.3	geneM0
ENSAP2	geneM0
CTD-2325P2.4	geneM0
RP11-409I10.2	geneM0
CTD-2058B24.2	geneM2
RP11-589M4.1	geneM0
HNRNPUP1	geneM0
AE000662.93	geneM1
RP11-1140I5.1	geneM0
DUXAP1	geneM0
RP5-1021I20.1	geneM4
LINC00639	geneM2
RP11-247L20.4	geneM0
FOXN3-AS2	geneM0
POC1B-GALNT4	geneM0
RP1-261D10.1	geneM0
RP11-488C13.6	geneM0
RP11-134E15.2	geneM0
CTD-2017C7.2	geneM0
FAM35CP	geneM0
RP11-603B24.2	geneM2
RP11-1074O12.1	geneM0
NDUFC2-KCTD14	geneM0
RP11-406H23.2	geneM0
RP11-840I19.3	geneM0
SMIM6	geneM2
RP11-298I3.5	geneM0
LINC00924	geneM0
RP1-261D10.2	geneM1
CAP2P1	geneM0
RP11-100M12.2	geneM0
RP6-65G23.3	geneM1
RP11-831F12.3	geneM1
ADAM20P1	geneM0
CTD-2017C7.3	geneM0
RP11-1078H9.5	geneM0
DDX18P1	geneM0
RP11-100M12.3	geneM0
AL163636.6	geneM0
RP11-299G20.2	geneM2
RP11-1180F24.1	geneM0
RP11-379K22.2	geneM0
AC109631.1	geneM0
CTD-2544M6.1	geneM0
PRKXP1	geneM0
ITGB3	geneM5
CTD-3065B20.2	geneM0
RP11-227D13.2	geneM0
LINC00928	geneM0
SLC35G6	geneM0
HNRNPA1P62	geneM2
RP11-349G13.1	geneM4
RP11-17L5.4	geneM1
RP11-605F22.2	geneM1
RP11-313P18.2	geneM0
RP11-182J1.12	geneM0
USP3-AS1	geneM0
RP11-50C13.1	geneM0
RP11-643M14.1	geneM0
RP11-616M17.1	geneM0
RP11-325L12.3	geneM1
RP11-696L21.2	geneM0
RP11-3D4.2	geneM1
RP11-687M24.7	geneM0
RP11-617F23.1	geneM4
CSPG4P12	geneM8
RP11-313P18.1	geneM0
RP11-562A8.4	geneM0
RP11-37J13.1	geneM0
ZHX1-C8ORF76	geneM0
RP11-382A20.1	geneM0
CTD-3065B20.3	geneM0
RP11-752G15.9	geneM4
RP11-454L9.2	geneM4
RP11-293M10.6	geneM1
RP11-468E2.5	geneM0
RP11-762H8.1	geneM0
RP11-102L12.2	geneM0
CTD-2184D3.6	geneM0
RP11-152F13.7	geneM0
LINC00984	geneM0
ST20-MTHFS	geneM0
RP11-323I15.5	geneM4
RP11-761I4.3	geneM0
RP11-566K19.6	geneM0
RP11-624L4.1	geneM0
RP11-798K3.2	geneM0
RP11-15E18.1	geneM0
RP11-316M1.12	geneM0
RP11-456J20.1	geneM2
CTD-2054N24.2	geneM0
CTD-2647L4.4	geneM3
RP11-815J21.4	geneM0
RP11-1069G10.1	geneM0
CTD-2240J17.1	geneM0
RP11-505E24.3	geneM1
CTD-2308G16.1	geneM0
DCAF13P3	geneM0
RP11-346D14.1	geneM2
RP11-192M23.1	geneM0
RP11-605F22.1	geneM0
RP13-98N21.2	geneM0
RP11-758N13.3	geneM0
RP11-566K19.8	geneM0
RP11-30K9.4	geneM0
EFTUD1P1	geneM0
RP11-158M2.3	geneM0
RP11-3D4.3	geneM0
HERC2P7	geneM0
RP11-7M10.2	geneM0
RP11-158M2.5	geneM0
RP11-2E17.1	geneM3
HNRNPCP3	geneM0
RP11-307C19.2	geneM0
RP11-35O15.1	geneM0
RP11-566K19.5	geneM0
RP11-253M7.1	geneM0
UBE2Q2P3	geneM0
THTPA	geneM0
CTD-2651B20.4	geneM0
CTD-2650P22.1	geneM0
RP11-89K21.1	geneM0
RP11-752G15.8	geneM0
RP11-489D6.2	geneM0
RP11-462P6.1	geneM0
RP11-16E12.1	geneM4
RP11-265N7.1	geneM0
RP11-815J21.1	geneM0
RP5-914P20.5	geneM0
RP11-128A17.1	geneM0
RP11-752G15.3	geneM2
NDUFAF4P1	geneM0
RP13-996F3.3	geneM0
RP11-654A16.3	geneM0
CTD-2008A1.2	geneM0
RP11-26F2.1	geneM0
RP11-154J22.1	geneM0
MRPL46	geneM0
RP11-210M15.2	geneM0
RP11-244F12.3	geneM0
RP11-616K22.2	geneM0
RP11-467N20.1	geneM0
RP11-182J1.16	geneM0
HNRNPA1P5	geneM0
CTD-2501E16.1	geneM0
RP11-365N19.2	geneM0
RP11-519G16.2	geneM0
CTD-2651B20.3	geneM4
RP11-468E2.2	geneM4
RP11-680F8.3	geneM0
RP11-461F11.1	geneM0
RP11-468E2.4	geneM0
RP11-111A22.1	geneM0
CTD-2651B20.1	geneM0
RP11-526I2.1	geneM0
CTD-2034I4.1	geneM0
RP11-38G5.2	geneM0
RP11-182J1.10	geneM0
MIR1302-10	geneM0
RP11-408J6.1	geneM0
RP11-762H8.2	geneM1
BLID	geneM2
RP11-39M21.2	geneM0
RP11-430B1.2	geneM8
TYRO3P	geneM0
RP11-66B24.4	geneM1
RP11-150L8.4	geneM4
RP11-317G6.1	geneM2
RP11-20G13.3	geneM0
RP11-554D20.1	geneM0
PRELID1P4	geneM4
RP11-66B24.1	geneM2
AC074212.5	geneM0
RP11-316E14.6	geneM0
CTD-2647L4.5	geneM2
RP11-342A23.1	geneM0
RP11-390M11.1	geneM0
RP11-156E6.1	geneM1
RP11-467H10.2	geneM0
CTD-2262B20.1	geneM0
RP11-529H20.5	geneM0
C15orf37	geneM0
RP11-680F8.4	geneM0
RP11-643G16.4	geneM0
RP11-351M8.1	geneM0
RP11-245C17.2	geneM0
RP11-325E5.1	geneM0
PIGHP1	geneM0
RP11-89K11.1	geneM0
RP11-151N17.1	geneM0
AC068831.15	geneM0
CTD-2147F2.2	geneM0
RP11-307C19.3	geneM0
RP11-707P17.2	geneM2
IQCH-AS1	geneM4
RP11-702L15.4	geneM0
RP11-182J1.14	geneM0
RP11-120K9.2	geneM0
RP11-293M10.5	geneM0
ABCB10P1	geneM2
CTD-3118D7.1	geneM0
RP13-262C2.3	geneM0
HMGB1P8	geneM0
CTD-3094K11.1	geneM1
RP11-227D13.1	geneM4
HSP90B2P	geneM0
RP11-752G15.4	geneM0
CTD-2184D3.7	geneM0
CTD-2184D3.5	geneM0
LINC00594	geneM0
CTD-3110H11.1	geneM0
RP5-977B1.11	geneM0
RP11-758N13.1	geneM2
CSPG4P11	geneM0
LINC00933	geneM0
RP11-59H7.3	geneM0
RP11-387D10.2	geneM0
RP11-138H8.6	geneM2
CTD-3065B20.1	geneM0
RP11-83J16.3	geneM0
FKSG62	geneM0
RP11-505E24.2	geneM1
CASC7	geneM0
RP11-158M2.4	geneM0
RP11-90B9.2	geneM0
RP5-991G20.1	geneM0
RP11-16E12.2	geneM0
RP11-182J1.13	geneM0
RP11-45P15.4	geneM4
RP11-304L19.12	geneM0
RP11-673C5.1	geneM0
CTD-2270L9.2	geneM0
RP11-1006G14.2	geneM0
RP13-98N21.3	geneM0
RP11-355I22.7	geneM1
RP11-96D1.3	geneM0
RP11-554A11.9	geneM0
CTD-2256P15.2	geneM1
CTD-2012K14.7	geneM0
CTD-2196E14.4	geneM0
RP11-426C22.4	geneM2
RP11-300A12.2	geneM0
AC083843.1	geneM0
RP11-467D6.1	geneM1
RP11-63E9.1	geneM0
LINC00567	geneM1
RP11-284N8.3	geneM0
LA16c-380A1.1	geneM0
HERC2P10	geneM0
RP11-467L24.1	geneM0
RP11-574O16.1	geneM0
RAB43P1	geneM0
SH3RF3-AS1	geneM0
RP11-488L18.10	geneM17
RP11-177N22.2	geneM2
RP11-525K10.3	geneM0
RP11-46C24.7	geneM4
RP11-830F9.5	geneM0
RP11-1100L3.8	geneM0
U82695.10	geneM0
CTD-2540M10.1	geneM0
CTA-204B4.2	geneM2
RP11-697E2.4	geneM0
RP11-715J22.2	geneM25
RP11-392E22.8	geneM0
RP5-991G20.4	geneM0
PWRN1	geneM0
RP11-298D21.2	geneM2
RP11-410E4.1	geneM0
HNRNPLP2	geneM0
NDUFA5P11	geneM0
RP11-2E11.5	geneM3
RP11-16E23.4	geneM0
RP11-44F14.5	geneM4
RP11-218M11.1	geneM2
CTD-2323K18.2	geneM0
CTD-2651B20.7	geneM0
RP11-304L19.1	geneM0
RP11-519C12.1	geneM0
RP11-438D14.2	geneM0
RP11-77H9.5	geneM0
CTD-3203P2.1	geneM0
RP11-48G14.2	geneM0
RP11-292F22.7	geneM0
RP1-39G22.7	geneM4
RP11-490G2.2	geneM8
RP11-326A19.5	geneM0
AC009133.15	geneM0
RP11-4O1.2	geneM7
IL21R-AS1	geneM0
RP11-121C2.2	geneM1
RP11-673C5.2	geneM16
RP11-999E24.3	geneM0
AC099668.5	geneM0
AC009120.6	geneM0
RP11-553L6.5	geneM3
AL121578.2	geneM0
RP11-335G20.7	geneM0
RP11-549B18.1	geneM0
RP11-305E6.4	geneM1
RP11-252K23.1	geneM0
RP3-467N11.1	geneM4
TGFBR3L	geneM0
AC027601.1	geneM0
RP11-469M7.1	geneM4
RP13-20L14.1	geneM0
RP11-329J18.4	geneM0
RP11-505K9.1	geneM0
RP11-218F4.1	geneM2
LA16c-306A4.1	geneM2
RP11-49C24.1	geneM0
RP11-490M8.1	geneM0
LINC00657	geneM0
CTC-527H23.1	geneM0
RP11-266L9.2	geneM0
CTD-2524L6.3	geneM0
RP11-407G23.4	geneM0
LA16c-390E6.4	geneM0
RP11-611L7.1	geneM11
RP11-388M20.1	geneM0
RP5-968P14.2	geneM4
RP11-18F14.4	geneM0
CTA-445C9.15	geneM0
RP11-182J23.1	geneM0
NSFP1	geneM0
RP11-254F7.2	geneM1
RP11-66N11.8	geneM4
MIR4519	geneM1
RP11-615I2.1	geneM0
RP11-42I10.1	geneM0
RP11-92G12.3	geneM4
RP11-33B1.4	geneM0
RP11-77K12.7	geneM0
RP11-1E4.1	geneM0
RP11-715J22.3	geneM0
RP11-568N6.1	geneM0
AC005606.15	geneM0
CTD-2574D22.4	geneM0
RP6-201G10.2	geneM4
RP5-1142A6.9	geneM0
ULK4P2	geneM0
CTD-2270L9.4	geneM0
RP11-19N8.4	geneM0
RP11-483E23.4	geneM0
CTC-471J1.2	geneM0
RP11-521O16.2	geneM0
RP11-146F11.5	geneM0
RP11-96O20.4	geneM0
RP11-95H11.1	geneM2
RP5-902P8.12	geneM0
RP11-83N9.5	geneM0
RP11-357N13.2	geneM0
RP1-239B22.5	geneM8
RP11-424G14.1	geneM0
RP11-441F2.2	geneM2
RP11-680F20.10	geneM0
RP11-303E16.3	geneM2
RP11-347C12.10	geneM0
RP11-483P21.2	geneM0
RP11-391L3.5	geneM0
FRRS1L	geneM1
JHDM1D-AS1	geneM20
SSSCA1-AS1	geneM1
RP11-708J19.1	geneM0
PMF1-BGLAP	geneM0
RP11-588K22.2	geneM16
RP11-143K11.1	geneM0
RP11-401P9.5	geneM0
RP4-676L2.1	geneM0
RP11-185O21.1	geneM2
RP5-1085F17.3	geneM0
RP11-304L19.5	geneM15
RP11-480A16.1	geneM0
RP11-452L6.5	geneM20
CTD-2323K18.1	geneM0
RP11-20I23.1	geneM0
RP11-425D10.10	geneM2
RP11-817O13.8	geneM4
RP11-77H9.2	geneM0
RP11-101E7.2	geneM0
AC137932.5	geneM0
RP11-329J18.2	geneM1
RP11-600F24.7	geneM0
RP11-24M17.4	geneM0
RP11-715J22.6	geneM0
RP11-395I6.3	geneM0
RP11-505K9.4	geneM4
RP11-645C24.5	geneM0
LA16c-306A4.2	geneM0
RP11-48B3.4	geneM4
RP11-416I2.1	geneM1
RP11-412D9.4	geneM0
RP11-111J6.2	geneM0
RP11-395B7.7	geneM0
HEXA-AS1	geneM0
RP11-1035H13.3	geneM1
RP11-473I1.5	geneM0
RP11-382A20.6	geneM0
RP11-4F5.2	geneM2
RP11-533E19.5	geneM2
CTD-2313J17.5	geneM0
RP11-297M9.1	geneM1
CTD-2639E6.4	geneM0
RP11-521I2.3	geneM0
CTD-2526A2.2	geneM1
AQP4-AS1	geneM0
RP11-429P3.5	geneM0
RP11-540B6.2	geneM0
RP11-450H6.3	geneM0
LINC00562	geneM0
RP11-71H17.7	geneM13
AC012065.7	geneM0
RP11-594N15.3	geneM0
RP11-119F7.5	geneM3
RP11-384K6.6	geneM0
RP11-403B2.7	geneM1
RP11-420N3.2	geneM1
RP11-438B23.2	geneM1
AC068987.1	geneM0
RP3-406A7.7	geneM2
LA16c-444G7.2	geneM0
LA16c-316G12.2	geneM0
RP5-912I13.1	geneM2
RP11-297M9.2	geneM1
RP11-20I23.7	geneM0
LA16c-366D3.1	geneM2
RP11-22P6.3	geneM0
RP11-304L19.2	geneM0
RP11-449H11.1	geneM0
RP11-523L20.1	geneM0
TPRKBP2	geneM0
CASC14	geneM0
C16orf95	geneM0
RP11-284F21.8	geneM1
RP11-541N10.3	geneM2
RP4-561L24.3	geneM0
RP11-63M22.2	geneM0
RP11-85A1.3	geneM0
CTD-2196E14.9	geneM0
RP11-265N6.3	geneM0
RP11-686F15.3	geneM0
RP11-219B4.7	geneM4
RP11-55K13.1	geneM22
RP11-161M6.3	geneM0
CTD-3193O13.1	geneM0
RP11-271M24.2	geneM4
CTD-2199O4.3	geneM0
RP11-426C22.5	geneM0
BMS1P8	geneM0
RP11-109E24.2	geneM0
RP11-483P21.3	geneM0
RP11-73K9.2	geneM4
FAM157C	geneM0
RP11-1006G14.4	geneM0
RP11-252A24.7	geneM1
RP6-24A23.6	geneM2
PWRN2	geneM1
RP11-49I11.1	geneM0
RP11-728K20.2	geneM0
RP11-63M22.1	geneM0
RP13-516M14.1	geneM0
ERVK13-1	geneM0
RP11-20G6.3	geneM0
RP11-24N18.1	geneM0
RP11-546B15.2	geneM0
RP11-16N11.2	geneM0
RP11-390D11.2	geneM0
RP11-615I2.2	geneM0
CTD-2541J13.1	geneM0
RP11-382A20.2	geneM0
CTB-113P19.4	geneM0
LINC00515	geneM0
RP13-192B19.2	geneM0
RP11-930P14.2	geneM0
RP11-390B4.5	geneM0
RP11-817O13.6	geneM0
CTC-457E21.1	geneM0
RP11-109D24.1	geneM0
RP11-552C15.1	geneM2
HMGN2P40	geneM0
RP11-382A20.7	geneM0
RP11-491F9.1	geneM1
RP5-1142A6.7	geneM0
RP11-23N2.4	geneM0
RP11-452L6.7	geneM4
RP11-1166P10.1	geneM2
SNAI3-AS1	geneM22
RP11-375I20.6	geneM0
RP11-521O16.1	geneM4
RP11-46C24.5	geneM0
RP11-602M11.4	geneM0
KB-1000E4.2	geneM0
RP11-1299A16.3	geneM21
RP11-303E16.8	geneM0
HERC2P5	geneM1
RP11-250B2.5	geneM0
RP1-178F10.1	geneM0
AF213884.2	geneM0
CTA-250D10.23	geneM6
RP11-368L12.1	geneM1
AC004158.3	geneM2
AL136419.6	geneM0
RP11-1006G14.1	geneM0
7SK	geneM6
RP11-326L17.1	geneM4
CTB-36H16.2	geneM0
AC026150.8	geneM1
RP11-439E19.9	geneM0
CTA-29F11.1	geneM0
RP11-747H7.3	geneM0
AF067845.1	geneM0
SLC7A5P1	geneM0
RP11-106M3.2	geneM0
RP11-72I8.1	geneM0
AC026471.6	geneM0
RP11-255C15.3	geneM0
RP11-329J18.3	geneM0
RP11-421N8.1	geneM0
