"","Set","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"1907","C4A-positive",1,TRUE,0.000671,14,1681,8,0.005,0.571,"GO:0038187","MF",150,"pattern recognition receptor activity",3,"SCARB1,FCN1,TRIM5,TLR2,COLEC12,PTAFR,CD14,CLEC7A"
"1908","C4A-positive",1,TRUE,0.000671,14,1681,8,0.005,0.571,"GO:0008329","MF",150,"signaling pattern recognition receptor activity",4,"SCARB1,FCN1,TRIM5,TLR2,COLEC12,PTAFR,CD14,CLEC7A"
"1909","C4A-positive",1,TRUE,0.0264,34,1681,10,0.006,0.294,"GO:0015026","MF",150,"coreceptor activity",3,"CD4,TGFBR3,GPC4,CD86,ITGAV,ACKR3,IGSF1,ITGB1,CCR5,ITGB3"
"1910","C4A-positive",1,TRUE,1.05e-11,694,1681,143,0.085,0.206,"GO:0004888","MF",150,"transmembrane signaling receptor activity",3,"ITGAL,CD4,GPRC5A,CD74,CD44,TNFRSF1B,LTBP1,LY75,IL17RB,FGFR2,TNFRSF1A,ABCC9,TGFBR3,IL4R,PTPRC,ICAM1,CSF2RB,CD40,GPR143,FLT1,IL21R,CTSH,TNFRSF10A,FCGRT,LILRA1,EBI3,SIGLEC8,PTPRZ1,TGFBR1,ENG,BMPR1A,CD69,LTBR,PTPN6,LIFR,EFEMP1,IL1R2,IL1R1,IL1RL1,IL18R1,F3,CSF3R,TNFRSF10B,FGFRL1,SMO,LILRB2,IL13RA1,LYVE1,IL6ST,LRP4,APLNR,EDNRB,IL11RA,BMPR1B,ACVRL1,LPAR6,GPR65,IGSF6,NPC1,ERBB2,ACKR3,IL17RD,SFRP2,OSMR,LPAR4,NTRK2,NOTCH1,RGR,CLEC1A,MR1,MERTK,FCER1G,ITGB2,IL6R,CCR5,GRIN2C,DDR2,FZD5,GABRG1,TGFBR2,CCR1,PLXNB1,GPR98,TLR3,TNFRSF11B,GPR146,ABCA1,GPRC5B,AXL,CX3CR1,NTSR2,ADRB2,PTAFR,ANTXR1,P2RY1,GPR37L1,ADORA2B,CD14,S1PR1,FPR2,FPR1,P2RY6,GPR34,C3AR1,TNFRSF10C,GPR160,TLR10,TLR1,FZD4,P2RY2,GPR4,IL17RA,AGTRAP,FZD2,OXTR,CSF1R,LPAR5,FPR3,TLR5,HLA-DRB1,EPHB4,PLXNB2,TLR7,HLA-DQA1,C5AR1,SPN,FCGR1B,CR1,HLA-DOA,HLA-DRA,LILRB3,DDR1,LGR4,GPR56,S1PR3,HLA-DPA1,NFAM1,CD302,EFNA4,TNFRSF6B,IL10RB,TAS2R20,ADORA3"
"1911","C4A-positive",1,TRUE,0.00267,76,1681,20,0.012,0.263,"GO:0019199","MF",150,"transmembrane receptor protein kinase activity",4,"LTBP1,FGFR2,TGFBR3,FLT1,TGFBR1,BMPR1A,EFEMP1,FGFRL1,BMPR1B,ACVRL1,ERBB2,NTRK2,MERTK,DDR2,TGFBR2,AXL,CSF1R,EPHB4,DDR1,EFNA4"
"1912","C4A-positive",1,TRUE,0.0376,4,1681,3,0.002,0.75,"GO:0019763","MF",150,"immunoglobulin receptor activity",4,"FCGRT,FCER1G,FCGR1B"
"1913","C4A-positive",1,TRUE,0.0376,4,1681,3,0.002,0.75,"GO:0001847","MF",150,"opsonin receptor activity",4,"CD14,C5AR1,CR1"
"1914","C4A-positive",1,TRUE,0.00437,22,1681,9,0.005,0.409,"GO:0005035","MF",150,"death receptor activity",4,"TNFRSF1B,TNFRSF1A,CD40,TNFRSF10A,LTBR,TNFRSF10B,TNFRSF11B,TNFRSF10C,TNFRSF6B"
"1915","C4A-positive",1,TRUE,0.00437,22,1681,9,0.005,0.409,"GO:0005031","MF",150,"tumor necrosis factor-activated receptor activity",5,"TNFRSF1B,TNFRSF1A,CD40,TNFRSF10A,LTBR,TNFRSF10B,TNFRSF11B,TNFRSF10C,TNFRSF6B"
"1916","C4A-positive",1,TRUE,0.00392,7,1681,5,0.003,0.714,"GO:0032395","MF",150,"MHC class II receptor activity",4,"HLA-DRB1,HLA-DQA1,HLA-DOA,HLA-DRA,HLA-DPA1"
"1917","C4A-positive",1,TRUE,0.000247,7,1681,6,0.004,0.857,"GO:0004875","MF",150,"complement receptor activity",4,"FPR2,FPR1,C3AR1,FPR3,C5AR1,CR1"
"1918","C4A-positive",1,TRUE,1.7e-07,71,1681,27,0.016,0.38,"GO:0004896","MF",150,"cytokine receptor activity",4,"CD4,CD74,CD44,IL17RB,IL4R,CSF2RB,IL21R,EBI3,LIFR,IL1R2,IL1R1,IL1RL1,IL18R1,F3,CSF3R,IL13RA1,IL6ST,IL11RA,ACKR3,IL17RD,OSMR,IL6R,CCR5,CCR1,CX3CR1,IL17RA,IL10RB"
"1919","C4A-positive",1,TRUE,0.0138,3,1681,3,0.002,1,"GO:0004924","MF",150,"oncostatin-M receptor activity",5,"LIFR,IL6ST,OSMR"
"1920","C4A-positive",1,TRUE,0.0328,7,1681,4,0.002,0.571,"GO:0004908","MF",150,"interleukin-1 receptor activity",5,"IL1R2,IL1R1,IL1RL1,IL18R1"
"1921","C4A-positive",1,TRUE,0.0376,4,1681,3,0.002,0.75,"GO:0004897","MF",150,"ciliary neurotrophic factor receptor activity",5,"LIFR,IL6ST,IL6R"
"1922","C4A-positive",1,TRUE,0.0103,16,1681,7,0.004,0.438,"GO:0004675","MF",150,"transmembrane receptor protein serine/threonine kinase activity",1,"LTBP1,TGFBR3,TGFBR1,BMPR1A,BMPR1B,ACVRL1,TGFBR2"
"1923","C4A-positive",1,TRUE,0.000759,8,1681,6,0.004,0.75,"GO:0005024","MF",150,"transforming growth factor beta-activated receptor activity",2,"LTBP1,TGFBR3,TGFBR1,BMPR1B,ACVRL1,TGFBR2"
"1924","C4A-positive",1,TRUE,0.0376,4,1681,3,0.002,0.75,"GO:0005025","MF",150,"transforming growth factor beta receptor activity, type I",3,"TGFBR1,BMPR1B,ACVRL1"
"1925","C4A-positive",1,TRUE,0.0135,179,1681,34,0.02,0.19,"GO:0005516","MF",214,"calmodulin binding",1,"KCNQ1,CNN2,MYLK,PHKA1,MKNK1,ITPKC,RGS1,MYH9,AEBP1,WFS1,MAPKAPK3,CNN3,CALD1,MYO1G,IQGAP1,MYO1F,RGS16,KCNN3,RIT1,ITPKB,MYO10,ADD3,PLCB3,SPATA17,MAPKAPK2,PHKG1,NOS3,GEM,SNTB1,MARCKSL1,RYR1,MYO6,RYR3,ORAI1"
"1926","C4A-positive",1,TRUE,0.0234,436,1681,68,0.04,0.156,"GO:0046982","MF",220,"protein heterodimerization activity",1,"CFLAR,ITGAL,HGF,IKZF2,ANO2,CYBA,HMG20B,TCF3,IRAK3,TGFB2,HIF1A,MID1,IKBKB,TGFB1,CAV2,TPD52L1,SMC4,EPAS1,GADD45A,TGFB3,BHLHE41,SOX9,HIP1,TOP2A,H3F3B,ALOX5AP,TUBB2B,TLR2,YAP1,BARD1,TCF12,BCL2A1,TP53,ERBB2,MCL1,NOTCH1,ITGB1,NPAS3,JAM2,HIST1H2BD,ITGB2,TAL1,CAPN2,HEYL,SOX17,CYBB,AXL,P2RY1,ITGAM,CEBPB,SUCLG2,RELA,TLR1,FZD4,ZHX2,HIST1H2BC,LIMK2,HIST2H2BE,HIST1H2AG,HIST1H3J,HIST1H3D,HIST2H2BF,H2AFJ,HIST2H2AA4,HIST1H2AJ,HIST1H2AL,HIST1H2BF,HIST1H3H"
"1927","C4A-positive",1,TRUE,0.0171,22,1681,8,0.005,0.364,"GO:1901567","MF",236,"fatty acid derivative binding",1,"HADHA,GCDH,ALDH6A1,ALOX5AP,S100A8,DBI,S100A9,ECI2"
"1928","C4A-positive",1,TRUE,0.0322,15,1681,6,0.004,0.4,"GO:0004029","MF",270,"aldehyde dehydrogenase (NAD) activity",1,"ALDH3B1,ALDH2,ALDH9A1,ALDH1L1,ALDH4A1,ALDH7A1"
"1929","C4A-positive",1,TRUE,0.00799,890,1681,130,0.077,0.146,"GO:0030234","MF",88,"enzyme regulator activity",1,"CFLAR,LTF,WAS,SERPINB1,ARHGAP31,PREX2,ARHGAP6,ARHGAP15,FBLN1,GSTP1,PHACTR3,ASAP3,GMIP,ARHGAP4,RGS1,PSME1,TIMP3,NCF4,RIN3,PAPLN,RENBP,RP2,TIMP1,PYCARD,CTSH,STK3,RASAL3,SYDE1,TGFB1,CARD8,PTN,NOD1,HSPB1,RGS9,PFN1,CTSC,ARHGDIB,KAT2B,RTKN,NCF2,RPS6KA1,CSTA,CDKN2C,NCKAP1L,PREX1,SERPINB6,CDKN1A,C3,TRIP10,RAC2,ATP1B2,RIPK3,ARHGEF6,STARD8,APOE,BST2,GMFG,RGS22,RIN2,ALOX5AP,SBF2,DOCK2,CDK4,AGT,SERPINE2,DNAJC1,CASP1,PARP9,BMP2K,RGS3,TMBIM6,GRTP1,BNIP2,IQGAP1,ARHGAP17,RGS16,TOR1AIP1,ETAA1,SFRP2,TNFAIP8,RGS20,CRB2,NOTCH1,SERPING1,RGS18,BAG3,CD109,NCF1,CPAMD8,RALGDS,DTX3L,PLXNB1,ANXA5,PI16,ATP7A,A2ML1,GPRC5B,ANGPTL4,RHOH,CXCL10,RGS19,PPP1R3B,PPP1R14B,SH3PXD2B,SFN,CDC42EP4,PAK2,BGN,ANXA2,ADAP2,PROS1,SOCS3,CIB1,RASA3,ARHGAP30,SERPINA5,SERPINA3,GM2A,SRGAP1,SERPINA1,STYX,ARHGAP19,SIPA1,GPSM3,C4B,PINLYP,APOC2,C4A,IKBKE,TXNIP"
"1930","C4A-positive",1,TRUE,8.85e-05,147,1681,36,0.021,0.245,"GO:0061134","MF",88,"peptidase regulator activity",2,"CFLAR,LTF,SERPINB1,FBLN1,PSME1,TIMP3,PAPLN,RENBP,TIMP1,PYCARD,CTSH,CARD8,NOD1,CTSC,RPS6KA1,CSTA,SERPINB6,C3,BST2,AGT,SERPINE2,CASP1,SFRP2,TNFAIP8,CRB2,SERPING1,CD109,CPAMD8,PI16,A2ML1,PROS1,SERPINA5,SERPINA3,SERPINA1,C4B,C4A"
"1931","C4A-positive",1,TRUE,0.00172,114,1681,27,0.016,0.237,"GO:0061135","MF",88,"endopeptidase regulator activity",3,"LTF,SERPINB1,PSME1,TIMP3,PAPLN,RENBP,TIMP1,RPS6KA1,CSTA,SERPINB6,C3,BST2,AGT,SERPINE2,SFRP2,TNFAIP8,CRB2,SERPING1,CD109,CPAMD8,A2ML1,PROS1,SERPINA5,SERPINA3,SERPINA1,C4B,C4A"
"1932","C4A-positive",1,TRUE,0.0394,464,1681,70,0.042,0.151,"GO:0008047","MF",88,"enzyme activator activity",2,"CFLAR,LTF,ARHGAP31,PREX2,ARHGAP6,ARHGAP15,FBLN1,ASAP3,GMIP,ARHGAP4,RGS1,PSME1,NCF4,RIN3,RP2,PYCARD,CTSH,STK3,RASAL3,SYDE1,TGFB1,CARD8,NOD1,RGS9,CTSC,ARHGDIB,NCF2,NCKAP1L,PREX1,CDKN1A,TRIP10,ATP1B2,ARHGEF6,STARD8,APOE,GMFG,RGS22,RIN2,ALOX5AP,DOCK2,DNAJC1,CASP1,RGS3,GRTP1,BNIP2,IQGAP1,ARHGAP17,RGS16,TOR1AIP1,ETAA1,SFRP2,RGS20,RGS18,NCF1,DTX3L,PLXNB1,ATP7A,GPRC5B,RGS19,SH3PXD2B,CDC42EP4,PAK2,ADAP2,RASA3,ARHGAP30,GM2A,SRGAP1,ARHGAP19,SIPA1,APOC2"
"1933","C4A-positive",1,TRUE,0.0264,34,1681,10,0.006,0.294,"GO:0016504","MF",88,"peptidase activator activity",3,"CFLAR,FBLN1,PSME1,PYCARD,CTSH,CARD8,NOD1,CTSC,CASP1,SFRP2"
"1934","C4A-positive",1,TRUE,0.0415,16,1681,6,0.004,0.375,"GO:0016505","MF",88,"peptidase activator activity involved in apoptotic process",4,"PYCARD,CTSH,CARD8,NOD1,CTSC,CASP1"
"1935","C4A-positive",1,TRUE,0.0187,312,1681,52,0.031,0.167,"GO:0004857","MF",88,"enzyme inhibitor activity",2,"LTF,SERPINB1,PHACTR3,TIMP3,PAPLN,RENBP,TIMP1,PTN,HSPB1,KAT2B,RTKN,RPS6KA1,CSTA,CDKN2C,SERPINB6,CDKN1A,C3,BST2,GMFG,AGT,SERPINE2,PARP9,TMBIM6,IQGAP1,TNFAIP8,CRB2,NOTCH1,SERPING1,CD109,CPAMD8,DTX3L,ANXA5,PI16,A2ML1,ANGPTL4,RHOH,PPP1R14B,SFN,BGN,ANXA2,PROS1,SOCS3,CIB1,SERPINA5,SERPINA3,SERPINA1,STYX,C4B,PINLYP,APOC2,C4A,TXNIP"
"1936","C4A-positive",1,TRUE,0.00376,114,1681,26,0.015,0.228,"GO:0030414","MF",88,"peptidase inhibitor activity",3,"LTF,SERPINB1,TIMP3,PAPLN,RENBP,TIMP1,RPS6KA1,CSTA,SERPINB6,C3,BST2,AGT,SERPINE2,TNFAIP8,CRB2,SERPING1,CD109,CPAMD8,PI16,A2ML1,PROS1,SERPINA5,SERPINA3,SERPINA1,C4B,C4A"
"1937","C4A-positive",1,TRUE,0.00382,108,1681,25,0.015,0.231,"GO:0004866","MF",88,"endopeptidase inhibitor activity",4,"LTF,SERPINB1,TIMP3,PAPLN,RENBP,TIMP1,RPS6KA1,CSTA,SERPINB6,C3,BST2,AGT,SERPINE2,TNFAIP8,CRB2,SERPING1,CD109,CPAMD8,A2ML1,PROS1,SERPINA5,SERPINA3,SERPINA1,C4B,C4A"
"1938","C4A-positive",1,TRUE,0.00125,180,1681,38,0.023,0.211,"GO:0005126","MF",21,"cytokine receptor binding",1,"CFLAR,CASP8,TGFBR3,TRAF4,TRIP6,TGFB2,BAMBI,BMP7,PYCARD,EBI3,TGFB1,TGFBR1,ENG,CCL2,SMURF2,LIFR,TGFB3,IL1B,IL6ST,TMBIM1,IL10,RIPK1,SMAD6,IL18,IL6R,ITGA5,CXCL16,TNFSF13,INHBB,TGFBR2,STAT3,CXCL10,MYD88,CSF1,TLR5,IRAK4,CD2AP,ITGB3"
"1939","C4A-positive",1,TRUE,0.0157,42,1681,12,0.007,0.286,"GO:0005160","MF",21,"transforming growth factor beta receptor binding",2,"TGFBR3,TGFB2,BAMBI,BMP7,TGFB1,TGFBR1,ENG,SMURF2,TGFB3,SMAD6,INHBB,TGFBR2"
"1940","C4A-positive",1,TRUE,7e-06,7,1681,7,0.004,1,"GO:0005114","MF",21,"type II transforming growth factor beta receptor binding",3,"TGFBR3,TGFB2,BAMBI,TGFB1,TGFBR1,ENG,TGFB3"
"1941","C4A-positive",1,TRUE,0.0233,10,1681,5,0.003,0.5,"GO:0034713","MF",21,"type I transforming growth factor beta receptor binding",3,"TGFB1,ENG,TGFB3,SMAD6,TGFBR2"
"1942","C4A-positive",1,TRUE,0.0138,3,1681,3,0.002,1,"GO:0034714","MF",21,"type III transforming growth factor beta receptor binding",3,"TGFB2,TGFB1,TGFB3"
"1943","C4A-positive",1,TRUE,0.0103,104,1681,23,0.014,0.221,"GO:0070851","MF",21,"growth factor receptor binding",1,"FYN,TXLNA,TRIP6,PYCARD,SLC9A3R1,EFEMP1,IL1R1,IL1B,HIP1,IL6ST,IL10,FGF2,IL6R,ITGA5,MYD88,YES1,ERN1,TLR5,PLSCR1,IRAK4,CD2AP,LYN,ITGB3"
"1944","C4A-positive",1,TRUE,0.0233,10,1681,5,0.003,0.5,"GO:0005149","MF",21,"interleukin-1 receptor binding",2,"TRIP6,IL1B,MYD88,TLR5,IRAK4"
"1945","C4A-positive",1,TRUE,1.1e-05,204,1681,48,0.029,0.235,"GO:0030246","MF",159,"carbohydrate binding",1,"VCAN,H6PD,LY75,CHI3L2,LMAN1,PLOD1,FCN1,SIGLEC1,PYGL,MAN2B1,SIGLEC8,CD33,ENG,MANBA,CD69,CLEC2B,P4HA1,CD93,SIGLEC9,EGLN3,GALNT15,LGALS3,BCAN,CHI3L1,LOXL2,SIGLEC10,SLC2A5,GALM,CLEC1A,PLOD2,HKDC1,ACAN,COLEC12,HK2,HK3,SIGLEC11,GALNT10,SBSPON,LGALS9,SIGLEC7,CLEC7A,CALR,CLEC17A,SELL,C4B,CD302,SIGLEC14,GALNT4"
"1946","C4A-positive",1,TRUE,0.0185,60,1681,15,0.009,0.25,"GO:0048029","MF",159,"monosaccharide binding",1,"LMAN1,PLOD1,PYGL,ENG,MANBA,P4HA1,EGLN3,SLC2A5,PLOD2,HKDC1,COLEC12,HK2,HK3,LGALS9,CLEC17A"
"1947","C4A-positive",1,TRUE,0.00546,102,849,27,0.032,0.265,"KEGG:04668","keg",142,"TNF signaling pathway",1,"CFLAR,TNFRSF1B,TAB2,CASP8,TNFRSF1A,ICAM1,NFKBIA,JAG1,IKBKB,MAP3K8,CCL2,IL18R1,TNFAIP3,IRF1,IL1B,RIPK3,RIPK1,MMP14,CASP7,NOD2,MLKL,CXCL10,CEBPB,RELA,CSF1,SOCS3,MAP3K5"
"1948","C4A-positive",1,TRUE,1.67e-08,136,849,48,0.057,0.353,"KEGG:04145","keg",167,"Phagosome",1,"MSR1,VAMP3,CYBA,SEC61A1,SCARB1,ITGB5,NCF4,TCIRG1,ATP6V0E1,NCF2,C3,TUBB2B,TLR2,ITGAV,FCGR2A,ITGB1,FCGR1A,COLEC12,NCF1,C1R,ITGB2,ITGA5,FCGR3B,CTSS,CYBB,TUBA1C,TAP1,ITGAM,CD14,CLEC7A,TUBB6,CALR,HLA-DQB1,THBS2,HLA-DRB1,HLA-DQA1,HLA-DRB5,FCGR3A,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB,ITGB3"
"1949","C4A-positive",1,TRUE,0.00169,160,849,40,0.047,0.25,"KEGG:05202","keg",217,"Transcriptional misregulation in cancer",1,"SPI1,TCF3,GADD45B,CD40,FLT1,PLAT,LYL1,BCL6,CD86,IL1R2,HDAC1,GADD45A,CDKN2C,CDKN1A,RUNX2,H3F3B,DDB2,LMO2,MYC,BMP2K,BCL2A1,PML,SS18,TP53,FCGR1A,FOXO1,RUNX1,TGFBR2,ITGAM,SMAD1,CD14,CEBPB,AFF1,RELA,NUPR1,CSF1R,SP1,HIST1H3J,HIST1H3D,HIST1H3H"
"1950","C4A-positive",1,TRUE,2.38e-05,58,849,23,0.027,0.397,"KEGG:04612","keg",206,"Antigen processing and presentation",1,"CD4,CD74,RFXANK,PSME1,CTSS,B2M,TAP1,CALR,HLA-DQB1,CIITA,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,IFI30,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1951","C4A-positive",1,TRUE,0.00376,94,849,26,0.031,0.277,"KEGG:05142","keg",9,"Chagas disease (American trypanosomiasis)",1,"CFLAR,CASP8,GNAI3,TNFRSF1A,TGFB2,NFKBIA,IKBKB,TGFB1,TGFBR1,CCL2,GNAI2,TGFB3,IL1B,C3,IL10,TLR2,PLCB2,PLCB3,C1QC,TGFBR2,MYD88,RELA,C1QB,C1QA,CALR,IRAK4"
"1952","C4A-positive",1,TRUE,1.43e-08,118,849,44,0.052,0.373,"KEGG:04380","keg",20,"Osteoclast differentiation",1,"BTK,FYN,TYROBP,CYBA,TAB2,SPI1,TNFRSF1A,NFKB2,TGFB2,BLNK,TREM2,NCF4,NFKBIA,NFATC2,IKBKB,LILRB1,LILRA1,TGFB1,TGFBR1,IL1R1,NCF2,IL1B,LILRB2,NFATC1,FCGR2A,FCGR1A,NCF1,FCGR3B,TGFBR2,TNFRSF11B,SYK,RELA,CSF1R,CSF1,SOCS3,LILRB4,LILRA5,PLCG2,FCGR3A,LILRB3,IRF9,LILRA2,LILRA6,ITGB3"
"1953","C4A-positive",1,TRUE,0.0297,94,849,23,0.027,0.245,"KEGG:04066","keg",84,"HIF-1 signaling pathway",1,"MKNK1,ANGPT2,HMOX1,HIF1A,TIMP1,FLT1,LTBR,SLC2A1,CDKN1A,EGLN3,ERBB2,ANGPT1,HKDC1,HK2,IL6R,HK3,NOS3,CYBB,STAT3,PFKFB3,RELA,EIF4EBP1,PLCG2"
"1954","C4A-positive",1,TRUE,0.0185,50,849,15,0.018,0.3,"KEGG:04623","keg",86,"Cytosolic DNA-sensing pathway",1,"MAVS,NFKBIA,PYCARD,IKBKB,DDX58,IL1B,RIPK3,IL33,RIPK1,CASP1,IL18,CXCL10,RELA,IRF7,IKBKE"
"1955","C4A-positive",1,TRUE,0.0271,62,849,17,0.02,0.274,"KEGG:03320","keg",221,"PPAR signaling pathway",1,"ACAA1,PLTP,EHHADH,SLC27A1,FADS2,CYP27A1,PLIN2,DBI,CPT2,ACOX1,FABP7,PLIN1,ANGPTL4,ACOX2,PPARA,ACSL5,PLIN5"
"1956","C4A-positive",1,TRUE,1.31e-06,30,849,17,0.02,0.567,"KEGG:04940","keg",118,"Type I diabetes mellitus",1,"CPE,CD86,IL1B,HLA-DQB1,PRF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1957","C4A-positive",1,TRUE,0.000907,155,849,40,0.047,0.258,"KEGG:05168","keg",157,"Herpes simplex infection",1,"CD74,TAB2,CASP8,SP100,TNFRSF1A,MAVS,NFKBIA,IKBKB,DDX58,CCL2,OAS3,OAS2,IFIH1,CDK2,IL1B,C3,TLR2,PML,TP53,TLR3,TAP1,MYD88,RELA,HLA-DQB1,SOCS3,IRF7,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,IRF9,HLA-DPB1,HLA-DPA1,HLA-DMB,IKBKE"
"1958","C4A-positive",1,TRUE,1.49e-13,65,849,37,0.044,0.569,"KEGG:05140","keg",100,"Leishmaniasis",1,"CYBA,TAB2,TGFB2,NCF4,NFKBIA,TGFB1,PTPN6,NCF2,TGFB3,IL1B,C3,IL10,TLR2,FCGR2A,ITGB1,FCGR1A,NCF1,ITGB2,FCGR3B,CYBB,ITGAM,MYD88,RELA,MARCKSL1,HLA-DQB1,HLA-DRB1,HLA-DQA1,IRAK4,HLA-DRB5,CR1,FCGR3A,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1959","C4A-positive",1,TRUE,0.00526,472,849,92,0.108,0.195,"KEGG:05200","keg",141,"Pathways in cancer",1,"MGST1,HGF,CASP8,GNAI3,SPI1,FGFR2,ROCK1,GLI2,TRAF4,NFKB2,IL4R,ARAF,GSTP1,MMP2,FLT3LG,ITGA6,TGFB2,GADD45B,HMOX1,CSF2RB,HIF1A,NFKBIA,JAG1,LAMA1,IKBKB,TGFB1,JAK3,TGFBR1,HES1,GNAI2,EPAS1,NFE2L2,HDAC1,GADD45A,SLC2A1,CSF3R,TGFB3,GNA13,CDK2,CDKN1A,STAT5A,RAC2,SMO,EGLN3,IL13RA1,NOTCH2,IL6ST,DDB2,COL4A2,CDK4,LAMC1,EDNRB,MYC,PIM1,PLCB2,ITGAV,FGF2,LPAR6,PML,TP53,ERBB2,GNA12,LPAR4,NOTCH1,PLCB3,ITGB1,FOXO1,TCF7L1,ADCY8,RUNX1,RALGDS,IL6R,FZD5,TGFBR2,HEYL,CASP7,KIF7,STAT3,RASGRP4,LAMB2,GNG12,RELA,GNG5,FZD4,FZD2,CSF1R,LPAR5,SP1,COL4A1,COL4A6,PLCG2,GSTM2"
"1960","C4A-positive",1,TRUE,0.00131,78,849,24,0.028,0.308,"KEGG:05146","keg",262,"Amoebiasis",1,"SERPINB1,TGFB2,LAMA1,TGFB1,HSPB1,IL1R2,IL1R1,TGFB3,SERPINB6,IL1B,COL4A2,LAMC1,IL10,TLR2,PLCB2,PLCB3,CD1D,ITGB2,ITGAM,CD14,LAMB2,RELA,COL4A1,COL4A6"
"1961","C4A-positive",1,TRUE,3.68e-07,25,849,16,0.019,0.64,"KEGG:05332","keg",201,"Graft-versus-host disease",1,"CD86,IL1B,HLA-DQB1,PRF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1962","C4A-positive",1,TRUE,0.00546,107,849,28,0.033,0.262,"KEGG:05162","keg",32,"Measles",1,"FYN,TAB2,MAVS,NFKBIA,TNFRSF10A,JAK3,DDX58,OAS3,OAS2,IFIH1,DOK1,TNFAIP3,TNFRSF10B,CDK2,IL1B,STAT5A,CDK4,TLR2,TP53,MSN,STAT3,MYD88,RELA,IRF7,TLR7,IRAK4,IRF9,IKBKE"
"1963","C4A-positive",1,TRUE,7.25e-10,60,849,31,0.037,0.517,"KEGG:04610","keg",209,"Complement and coagulation cascades",1,"CFH,PLAUR,PROCR,PLAT,VWF,C7,F3,CLU,F13A1,C3,MASP1,SERPING1,VSIG4,C1QC,C1R,ITGB2,C2,ITGAM,C3AR1,C1QB,C1QA,C1S,PROS1,SERPINA5,SERPINA1,C5AR1,CR1,CFI,C4B,CFB,C4A"
"1964","C4A-positive",1,TRUE,8.3e-10,71,849,34,0.04,0.479,"KEGG:04640","keg",112,"Hematopoietic cell lineage",1,"CD38,CD9,CD4,CD44,IL4R,FLT3LG,ITGA6,CD37,CD33,IL1R2,IL1R1,CSF3R,IL1B,IL11RA,FCGR1A,CD1D,IL6R,ITGA5,ITGAM,CD14,HLA-DQB1,CSF1R,CSF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,CR1,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB,ITGB3"
"1965","C4A-positive",1,TRUE,0.0218,86,849,22,0.026,0.256,"KEGG:04620","keg",58,"Toll-like receptor signaling pathway",1,"TAB2,CASP8,NFKBIA,CD40,IKBKB,MAP3K8,CD86,SPP1,IL1B,RIPK1,TLR2,TLR3,CXCL10,CD14,MYD88,RELA,TLR1,IRF7,TLR5,TLR7,IRAK4,IKBKE"
"1966","C4A-positive",1,TRUE,9.39e-05,145,849,41,0.048,0.283,"KEGG:04621","keg",222,"NOD-like receptor signaling pathway",1,"CYBA,TAB2,CASP8,TRIP6,MAVS,ITPR3,NFKBIA,PYCARD,IKBKB,GSDMD,CARD8,NOD1,CCL2,OAS3,OAS2,GBP3,GBP1,TNFAIP3,ITPR2,IL1B,RIPK3,CARD6,RIPK1,CASP1,PLCB2,PLCB3,IL18,GBP5,GBP2,IFI16,CYBB,NOD2,ANTXR1,MYD88,RELA,IRF7,CASP4,IRAK4,IRF9,IKBKE,TXNIP"
"1967","C4A-positive",1,TRUE,1.88e-08,17,849,14,0.016,0.824,"KEGG:05310","keg",101,"Asthma",1,"CD40,IL10,FCER1G,RNASE3,HLA-DQB1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1968","C4A-positive",1,TRUE,0.00987,38,849,13,0.015,0.342,"KEGG:00071","keg",249,"Fatty acid degradation",1,"ACAA1,ACADVL,HADHA,GCDH,ALDH2,EHHADH,HADHB,ALDH9A1,CPT2,ACOX1,ALDH7A1,ACSL5,ECI2"
"1969","C4A-positive",1,TRUE,0.0375,40,849,12,0.014,0.3,"KEGG:04979","keg",203,"Cholesterol metabolism",1,"SCARB1,TSPO,PLTP,LIPG,NPC2,APOE,CYP27A1,NPC1,ABCA1,ANGPTL4,LCAT,APOC2"
